phenomebrowser.net/ontologies/mesh/mesh.# is ObjectProperty.
EBI-3438759 is Class.
EBI-3438759 SubClassOf MI_0915.
EBI-3438780 is Class.
EBI-3438780 SubClassOf MI_0915.
EBI-3438787 is Class.
EBI-3438787 SubClassOf MI_0915.
EBI-3438801 is Class.
EBI-3438801 SubClassOf MI_0915.
EBI-3438836 is Class.
EBI-3438836 SubClassOf MI_0915.
EBI-3438850 is Class.
EBI-3438850 SubClassOf MI_0915.
EBI-3438857 is Class.
EBI-3438857 SubClassOf MI_0915.
EBI-3438864 is Class.
EBI-3438864 SubClassOf MI_0915.
EBI-3438878 is Class.
EBI-3438878 SubClassOf MI_0915.
EBI-3438989 is Class.
EBI-3438989 SubClassOf MI_0915.
EBI-3439006 is Class.
EBI-3439006 SubClassOf MI_0915.
EBI-3439013 is Class.
EBI-3439013 SubClassOf MI_0915.
EBI-3439030 is Class.
EBI-3439030 SubClassOf MI_0915.
EBI-3439044 is Class.
EBI-3439044 SubClassOf MI_0915.
EBI-3439065 is Class.
EBI-3439065 SubClassOf MI_0915.
EBI-3439079 is Class.
EBI-3439079 SubClassOf MI_0915.
EBI-3439093 is Class.
EBI-3439093 SubClassOf MI_0915.
EBI-3439100 is Class.
EBI-3439100 SubClassOf MI_0915.
EBI-3439114 is Class.
EBI-3439114 SubClassOf MI_0915.
EBI-3439128 is Class.
EBI-3439128 SubClassOf MI_0915.
EBI-3439142 is Class.
EBI-3439142 SubClassOf MI_0915.
EBI-3439149 is Class.
EBI-3439149 SubClassOf MI_0915.
EBI-3439156 is Class.
EBI-3439156 SubClassOf MI_0915.
EBI-3439163 is Class.
EBI-3439163 SubClassOf MI_0915.
EBI-3439170 is Class.
EBI-3439170 SubClassOf MI_0915.
EBI-3439196 is Class.
EBI-3439196 SubClassOf MI_0915.
EBI-3439224 is Class.
EBI-3439224 SubClassOf MI_0915.
EBI-3439349 is Class.
EBI-3439349 SubClassOf MI_0915.
EBI-3439433 is Class.
EBI-3439433 SubClassOf MI_0915.
EBI-3439597 is Class.
EBI-3439597 SubClassOf MI_0915.
EBI-3439688 is Class.
EBI-3439688 SubClassOf MI_0915.
EBI-3439695 is Class.
EBI-3439695 SubClassOf MI_0915.
EBI-3439702 is Class.
EBI-3439702 SubClassOf MI_0915.
EBI-3439716 is Class.
EBI-3439716 SubClassOf MI_0915.
EBI-3439723 is Class.
EBI-3439723 SubClassOf MI_0915.
EBI-3439730 is Class.
EBI-3439730 SubClassOf MI_0915.
EBI-3439744 is Class.
EBI-3439744 SubClassOf MI_0915.
EBI-3439859 is Class.
EBI-3439859 SubClassOf MI_0915.
EBI-3439904 is Class.
EBI-3439904 SubClassOf MI_0915.
EBI-3439998 is Class.
EBI-3439998 SubClassOf MI_0915.
EBI-3440075 is Class.
EBI-3440075 SubClassOf MI_0915.
EBI-3440231 is Class.
EBI-3440231 SubClassOf MI_0915.
EBI-3440284 is Class.
EBI-3440284 SubClassOf MI_0915.
EBI-3440443 is Class.
EBI-3440443 SubClassOf MI_0915.
EBI-3440521 is Class.
EBI-3440521 SubClassOf MI_0915.
EBI-3440569 is Class.
EBI-3440569 SubClassOf MI_0915.
EBI-3440681 is Class.
EBI-3440681 SubClassOf MI_0915.
EBI-3440688 is Class.
EBI-3440688 SubClassOf MI_0915.
EBI-3441034 is Class.
EBI-3441034 SubClassOf MI_0915.
EBI-3441090 is Class.
EBI-3441090 SubClassOf MI_0915.
EBI-3441167 is Class.
EBI-3441167 SubClassOf MI_0915.
EBI-3441174 is Class.
EBI-3441174 SubClassOf MI_0915.
EBI-3441188 is Class.
EBI-3441188 SubClassOf MI_0915.
EBI-3441221 is Class.
EBI-3441221 SubClassOf MI_0915.
EBI-3441455 is Class.
EBI-3441455 SubClassOf MI_0915.
EBI-3441469 is Class.
EBI-3441469 SubClassOf MI_0915.
EBI-3441476 is Class.
EBI-3441476 SubClassOf MI_0915.
EBI-3441579 is Class.
EBI-3441579 SubClassOf MI_0915.
EBI-3441593 is Class.
EBI-3441593 SubClassOf MI_0915.
EBI-3441607 is Class.
EBI-3441607 SubClassOf MI_0915.
EBI-3441851 is Class.
EBI-3441851 SubClassOf MI_0915.
EBI-3441914 is Class.
EBI-3441914 SubClassOf MI_0915.
EBI-3441976 is Class.
EBI-3441976 SubClassOf MI_0915.
EBI-3442031 is Class.
EBI-3442031 SubClassOf MI_0915.
EBI-3442352 is Class.
EBI-3442352 SubClassOf MI_0915.
EBI-3442460 is Class.
EBI-3442460 SubClassOf MI_0915.
EBI-3442512 is Class.
EBI-3442512 SubClassOf MI_0915.
EBI-3442619 is Class.
EBI-3442619 SubClassOf MI_0915.
EBI-3442692 is Class.
EBI-3442692 SubClassOf MI_0915.
EBI-3442805 is Class.
EBI-3442805 SubClassOf MI_0915.
EBI-3442826 is Class.
EBI-3442826 SubClassOf MI_0915.
EBI-3442917 is Class.
EBI-3442917 SubClassOf MI_0915.
EBI-3443070 is Class.
EBI-3443070 SubClassOf MI_0915.
EBI-3443147 is Class.
EBI-3443147 SubClassOf MI_0915.
EBI-3443161 is Class.
EBI-3443161 SubClassOf MI_0915.
EBI-3443168 is Class.
EBI-3443168 SubClassOf MI_0915.
EBI-3443203 is Class.
EBI-3443203 SubClassOf MI_0915.
EBI-3443217 is Class.
EBI-3443217 SubClassOf MI_0915.
EBI-3443260 is Class.
EBI-3443260 SubClassOf MI_0915.
EBI-3443337 is Class.
EBI-3443337 SubClassOf MI_0915.
EBI-3443561 is Class.
EBI-3443561 SubClassOf MI_0915.
EBI-3443648 is Class.
EBI-3443648 SubClassOf MI_0915.
EBI-3443662 is Class.
EBI-3443662 SubClassOf MI_0915.
EBI-3443742 is Class.
EBI-3443742 SubClassOf MI_0915.
EBI-3443749 is Class.
EBI-3443749 SubClassOf MI_0915.
EBI-3443770 is Class.
EBI-3443770 SubClassOf MI_0915.
EBI-3443777 is Class.
EBI-3443777 SubClassOf MI_0915.
EBI-3443798 is Class.
EBI-3443798 SubClassOf MI_0915.
EBI-3443880 is Class.
EBI-3443880 SubClassOf MI_0915.
EBI-3443908 is Class.
EBI-3443908 SubClassOf MI_0915.
EBI-3443915 is Class.
EBI-3443915 SubClassOf MI_0915.
EBI-3443922 is Class.
EBI-3443922 SubClassOf MI_0915.
EBI-3443936 is Class.
EBI-3443936 SubClassOf MI_0915.
EBI-3443943 is Class.
EBI-3443943 SubClassOf MI_0915.
EBI-3443962 is Class.
EBI-3443962 SubClassOf MI_0915.
EBI-3443983 is Class.
EBI-3443983 SubClassOf MI_0915.
EBI-3444011 is Class.
EBI-3444011 SubClassOf MI_0915.
EBI-3444018 is Class.
EBI-3444018 SubClassOf MI_0915.
EBI-3444039 is Class.
EBI-3444039 SubClassOf MI_0915.
EBI-3444046 is Class.
EBI-3444046 SubClassOf MI_0915.
EBI-3444053 is Class.
EBI-3444053 SubClassOf MI_0915.
EBI-3444060 is Class.
EBI-3444060 SubClassOf MI_0915.
EBI-3444067 is Class.
EBI-3444067 SubClassOf MI_0915.
EBI-3444074 is Class.
EBI-3444074 SubClassOf MI_0915.
EBI-3444081 is Class.
EBI-3444081 SubClassOf MI_0915.
EBI-3444108 is Class.
EBI-3444108 SubClassOf MI_0915.
EBI-3444141 is Class.
EBI-3444141 SubClassOf MI_0915.
EBI-3444148 is Class.
EBI-3444148 SubClassOf MI_0915.
EBI-3444155 is Class.
EBI-3444155 SubClassOf MI_0915.
EBI-3444186 is Class.
EBI-3444186 SubClassOf MI_0915.
EBI-3444220 is Class.
EBI-3444220 SubClassOf MI_0915.
EBI-3444227 is Class.
EBI-3444227 SubClassOf MI_0915.
EBI-3444241 is Class.
EBI-3444241 SubClassOf MI_0915.
EBI-3444273 is Class.
EBI-3444273 SubClassOf MI_0915.
EBI-3444480 is Class.
EBI-3444480 SubClassOf MI_0915.
EBI-3444505 is Class.
EBI-3444505 SubClassOf MI_0915.
EBI-3444693 is Class.
EBI-3444693 SubClassOf MI_0915.
EBI-3444747 is Class.
EBI-3444747 SubClassOf MI_0915.
EBI-3444796 is Class.
EBI-3444796 SubClassOf MI_0915.
EBI-3444880 is Class.
EBI-3444880 SubClassOf MI_0915.
EBI-3444908 is Class.
EBI-3444908 SubClassOf MI_0915.
EBI-3444915 is Class.
EBI-3444915 SubClassOf MI_0915.
EBI-3444957 is Class.
EBI-3444957 SubClassOf MI_0915.
EBI-3444964 is Class.
EBI-3444964 SubClassOf MI_0915.
EBI-3444985 is Class.
EBI-3444985 SubClassOf MI_0915.
EBI-3445048 is Class.
EBI-3445048 SubClassOf MI_0915.
EBI-3445069 is Class.
EBI-3445069 SubClassOf MI_0915.
EBI-3445247 is Class.
EBI-3445247 SubClassOf MI_0915.
EBI-3445261 is Class.
EBI-3445261 SubClassOf MI_0915.
EBI-3445303 is Class.
EBI-3445303 SubClassOf MI_0915.
EBI-3445331 is Class.
EBI-3445331 SubClassOf MI_0915.
EBI-3445387 is Class.
EBI-3445387 SubClassOf MI_0915.
EBI-3445436 is Class.
EBI-3445436 SubClassOf MI_0915.
EBI-3445506 is Class.
EBI-3445506 SubClassOf MI_0915.
EBI-3445710 is Class.
EBI-3445710 SubClassOf MI_0915.
EBI-3445717 is Class.
EBI-3445717 SubClassOf MI_0915.
EBI-3445745 is Class.
EBI-3445745 SubClassOf MI_0915.
EBI-3445800 is Class.
EBI-3445800 SubClassOf MI_0915.
EBI-3445835 is Class.
EBI-3445835 SubClassOf MI_0915.
EBI-3445849 is Class.
EBI-3445849 SubClassOf MI_0915.
EBI-3445943 is Class.
EBI-3445943 SubClassOf MI_0915.
EBI-3445999 is Class.
EBI-3445999 SubClassOf MI_0915.
EBI-3446110 is Class.
EBI-3446110 SubClassOf MI_0915.
EBI-3446117 is Class.
EBI-3446117 SubClassOf MI_0915.
EBI-3446152 is Class.
EBI-3446152 SubClassOf MI_0915.
EBI-3446159 is Class.
EBI-3446159 SubClassOf MI_0915.
EBI-3446166 is Class.
EBI-3446166 SubClassOf MI_0915.
EBI-3446173 is Class.
EBI-3446173 SubClassOf MI_0915.
EBI-3446213 is Class.
EBI-3446213 SubClassOf MI_0915.
EBI-3446220 is Class.
EBI-3446220 SubClassOf MI_0915.
EBI-3446227 is Class.
EBI-3446227 SubClassOf MI_0915.
EBI-3446255 is Class.
EBI-3446255 SubClassOf MI_0915.
EBI-3446262 is Class.
EBI-3446262 SubClassOf MI_0915.
EBI-3446283 is Class.
EBI-3446283 SubClassOf MI_0915.
EBI-3446297 is Class.
EBI-3446297 SubClassOf MI_0915.
EBI-3446304 is Class.
EBI-3446304 SubClassOf MI_0915.
EBI-3446318 is Class.
EBI-3446318 SubClassOf MI_0915.
EBI-3446325 is Class.
EBI-3446325 SubClassOf MI_0915.
EBI-3446332 is Class.
EBI-3446332 SubClassOf MI_0915.
EBI-3446428 is Class.
EBI-3446428 SubClassOf MI_0915.
EBI-3446651 is Class.
EBI-3446651 SubClassOf MI_0915.
EBI-3446699 is Class.
EBI-3446699 SubClassOf MI_0915.
EBI-3446763 is Class.
EBI-3446763 SubClassOf MI_0915.
EBI-3446841 is Class.
EBI-3446841 SubClassOf MI_0915.
EBI-3446848 is Class.
EBI-3446848 SubClassOf MI_0915.
EBI-3446881 is Class.
EBI-3446881 SubClassOf MI_0915.
EBI-3446937 is Class.
EBI-3446937 SubClassOf MI_0915.
EBI-3447119 is Class.
EBI-3447119 SubClassOf MI_0915.
EBI-3447304 is Class.
EBI-3447304 SubClassOf MI_0915.
EBI-3447318 is Class.
EBI-3447318 SubClassOf MI_0915.
EBI-3447325 is Class.
EBI-3447325 SubClassOf MI_0915.
EBI-3447377 is Class.
EBI-3447377 SubClassOf MI_0915.
EBI-3447384 is Class.
EBI-3447384 SubClassOf MI_0915.
EBI-3447391 is Class.
EBI-3447391 SubClassOf MI_0915.
EBI-3447405 is Class.
EBI-3447405 SubClassOf MI_0915.
EBI-3447412 is Class.
EBI-3447412 SubClassOf MI_0915.
EBI-3447419 is Class.
EBI-3447419 SubClassOf MI_0915.
EBI-3447426 is Class.
EBI-3447426 SubClassOf MI_0915.
EBI-3447433 is Class.
EBI-3447433 SubClassOf MI_0915.
EBI-3447514 is Class.
EBI-3447514 SubClassOf MI_0915.
EBI-3447521 is Class.
EBI-3447521 SubClassOf MI_0915.
EBI-3447528 is Class.
EBI-3447528 SubClassOf MI_0915.
EBI-3447535 is Class.
EBI-3447535 SubClassOf MI_0915.
EBI-3447559 is Class.
EBI-3447559 SubClassOf MI_0915.
EBI-3447580 is Class.
EBI-3447580 SubClassOf MI_0915.
EBI-3447587 is Class.
EBI-3447587 SubClassOf MI_0915.
EBI-3447622 is Class.
EBI-3447622 SubClassOf MI_0915.
EBI-3447629 is Class.
EBI-3447629 SubClassOf MI_0915.
EBI-3447636 is Class.
EBI-3447636 SubClassOf MI_0915.
EBI-3447650 is Class.
EBI-3447650 SubClassOf MI_0915.
EBI-3447657 is Class.
EBI-3447657 SubClassOf MI_0915.
EBI-3447671 is Class.
EBI-3447671 SubClassOf MI_0915.
EBI-3447940 is Class.
EBI-3447940 SubClassOf MI_0915.
EBI-3448124 is Class.
EBI-3448124 SubClassOf MI_0915.
EBI-3449309 is Class.
EBI-3449309 SubClassOf MI_0915.
EBI-3449323 is Class.
EBI-3449323 SubClassOf MI_0915.
EBI-3449413 is Class.
EBI-3449413 SubClassOf MI_0915.
EBI-3449455 is Class.
EBI-3449455 SubClassOf MI_0915.
EBI-3449616 is Class.
EBI-3449616 SubClassOf MI_0915.
EBI-3449713 is Class.
EBI-3449713 SubClassOf MI_0915.
EBI-3449836 is Class.
EBI-3449836 SubClassOf MI_0915.
EBI-3449871 is Class.
EBI-3449871 SubClassOf MI_0915.
EBI-3450016 is Class.
EBI-3450016 SubClassOf MI_0915.
EBI-3450193 is Class.
EBI-3450193 SubClassOf MI_0915.
EBI-3450538 is Class.
EBI-3450538 SubClassOf MI_0915.
EBI-3450574 is Class.
EBI-3450574 SubClassOf MI_0915.
EBI-3450747 is Class.
EBI-3450747 SubClassOf MI_0915.
EBI-3451163 is Class.
EBI-3451163 SubClassOf MI_0915.
EBI-3451212 is Class.
EBI-3451212 SubClassOf MI_0915.
EBI-3451219 is Class.
EBI-3451219 SubClassOf MI_0915.
EBI-3451250 is Class.
EBI-3451250 SubClassOf MI_0915.
EBI-3451257 is Class.
EBI-3451257 SubClassOf MI_0915.
EBI-3451271 is Class.
EBI-3451271 SubClassOf MI_0915.
EBI-3451278 is Class.
EBI-3451278 SubClassOf MI_0915.
EBI-3451285 is Class.
EBI-3451285 SubClassOf MI_0915.
EBI-3451313 is Class.
EBI-3451313 SubClassOf MI_0915.
EBI-3451320 is Class.
EBI-3451320 SubClassOf MI_0915.
EBI-3451355 is Class.
EBI-3451355 SubClassOf MI_0915.
EBI-3451376 is Class.
EBI-3451376 SubClassOf MI_0915.
EBI-3451383 is Class.
EBI-3451383 SubClassOf MI_0915.
EBI-3451436 is Class.
EBI-3451436 SubClassOf MI_0915.
EBI-3451457 is Class.
EBI-3451457 SubClassOf MI_0915.
EBI-3451471 is Class.
EBI-3451471 SubClassOf MI_0915.
EBI-3451478 is Class.
EBI-3451478 SubClassOf MI_0915.
EBI-3451485 is Class.
EBI-3451485 SubClassOf MI_0915.
EBI-3451499 is Class.
EBI-3451499 SubClassOf MI_0915.
EBI-3451559 is Class.
EBI-3451559 SubClassOf MI_0915.
EBI-3451577 is Class.
EBI-3451577 SubClassOf MI_0915.
EBI-3451584 is Class.
EBI-3451584 SubClassOf MI_0915.
EBI-3451591 is Class.
EBI-3451591 SubClassOf MI_0915.
EBI-3451605 is Class.
EBI-3451605 SubClassOf MI_0915.
EBI-3451639 is Class.
EBI-3451639 SubClassOf MI_0915.
EBI-3451653 is Class.
EBI-3451653 SubClassOf MI_0915.
EBI-3451671 is Class.
EBI-3451671 SubClassOf MI_0915.
EBI-3451685 is Class.
EBI-3451685 SubClassOf MI_0915.
EBI-3451713 is Class.
EBI-3451713 SubClassOf MI_0915.
EBI-3451739 is Class.
EBI-3451739 SubClassOf MI_0915.
EBI-3451767 is Class.
EBI-3451767 SubClassOf MI_0915.
EBI-3451856 is Class.
EBI-3451856 SubClassOf MI_0915.
EBI-3451863 is Class.
EBI-3451863 SubClassOf MI_0915.
EBI-3451870 is Class.
EBI-3451870 SubClassOf MI_0915.
EBI-3451961 is Class.
EBI-3451961 SubClassOf MI_0915.
EBI-3452069 is Class.
EBI-3452069 SubClassOf MI_0915.
EBI-3452076 is Class.
EBI-3452076 SubClassOf MI_0915.
EBI-3452178 is Class.
EBI-3452178 SubClassOf MI_0915.
EBI-3452213 is Class.
EBI-3452213 SubClassOf MI_0915.
EBI-3452416 is Class.
EBI-3452416 SubClassOf MI_0915.
EBI-3452437 is Class.
EBI-3452437 SubClassOf MI_0915.
EBI-3452451 is Class.
EBI-3452451 SubClassOf MI_0915.
EBI-3452458 is Class.
EBI-3452458 SubClassOf MI_0915.
EBI-3452479 is Class.
EBI-3452479 SubClassOf MI_0915.
EBI-3452486 is Class.
EBI-3452486 SubClassOf MI_0915.
EBI-3452493 is Class.
EBI-3452493 SubClassOf MI_0915.
EBI-3452528 is Class.
EBI-3452528 SubClassOf MI_0915.
EBI-3452535 is Class.
EBI-3452535 SubClassOf MI_0915.
EBI-3452542 is Class.
EBI-3452542 SubClassOf MI_0915.
EBI-3452549 is Class.
EBI-3452549 SubClassOf MI_0915.
EBI-3452556 is Class.
EBI-3452556 SubClassOf MI_0915.
EBI-3452563 is Class.
EBI-3452563 SubClassOf MI_0915.
EBI-3452570 is Class.
EBI-3452570 SubClassOf MI_0915.
EBI-3452577 is Class.
EBI-3452577 SubClassOf MI_0915.
EBI-3452598 is Class.
EBI-3452598 SubClassOf MI_0915.
EBI-3452619 is Class.
EBI-3452619 SubClassOf MI_0915.
EBI-3452633 is Class.
EBI-3452633 SubClassOf MI_0915.
EBI-3452647 is Class.
EBI-3452647 SubClassOf MI_0915.
EBI-3452747 is Class.
EBI-3452747 SubClassOf MI_0915.
EBI-3452789 is Class.
EBI-3452789 SubClassOf MI_0915.
EBI-3452796 is Class.
EBI-3452796 SubClassOf MI_0915.
EBI-3452803 is Class.
EBI-3452803 SubClassOf MI_0915.
EBI-3452940 is Class.
EBI-3452940 SubClassOf MI_0915.
EBI-3452947 is Class.
EBI-3452947 SubClassOf MI_0915.
EBI-3452961 is Class.
EBI-3452961 SubClassOf MI_0915.
EBI-3452968 is Class.
EBI-3452968 SubClassOf MI_0915.
EBI-3453121 is Class.
EBI-3453121 SubClassOf MI_0915.
EBI-3453135 is Class.
EBI-3453135 SubClassOf MI_0915.
EBI-3453177 is Class.
EBI-3453177 SubClassOf MI_0915.
EBI-3453226 is Class.
EBI-3453226 SubClassOf MI_0915.
EBI-3453325 is Class.
EBI-3453325 SubClassOf MI_0915.
EBI-3453454 is Class.
EBI-3453454 SubClassOf MI_0915.
EBI-3453489 is Class.
EBI-3453489 SubClassOf MI_0915.
EBI-3453596 is Class.
EBI-3453596 SubClassOf MI_0915.
EBI-3453680 is Class.
EBI-3453680 SubClassOf MI_0915.
EBI-3453687 is Class.
EBI-3453687 SubClassOf MI_0915.
EBI-3453694 is Class.
EBI-3453694 SubClassOf MI_0915.
EBI-3453708 is Class.
EBI-3453708 SubClassOf MI_0915.
EBI-3453750 is Class.
EBI-3453750 SubClassOf MI_0915.
EBI-3453757 is Class.
EBI-3453757 SubClassOf MI_0915.
EBI-3453873 is Class.
EBI-3453873 SubClassOf MI_0915.
EBI-3453964 is Class.
EBI-3453964 SubClassOf MI_0915.
EBI-3454006 is Class.
EBI-3454006 SubClassOf MI_0915.
EBI-3454124 is Class.
EBI-3454124 SubClassOf MI_0915.
EBI-3454131 is Class.
EBI-3454131 SubClassOf MI_0915.
EBI-3454138 is Class.
EBI-3454138 SubClassOf MI_0915.
EBI-3454145 is Class.
EBI-3454145 SubClassOf MI_0915.
EBI-3454152 is Class.
EBI-3454152 SubClassOf MI_0915.
EBI-3454159 is Class.
EBI-3454159 SubClassOf MI_0915.
EBI-3454166 is Class.
EBI-3454166 SubClassOf MI_0915.
EBI-3454173 is Class.
EBI-3454173 SubClassOf MI_0915.
EBI-3454180 is Class.
EBI-3454180 SubClassOf MI_0915.
EBI-3454187 is Class.
EBI-3454187 SubClassOf MI_0915.
EBI-3454194 is Class.
EBI-3454194 SubClassOf MI_0915.
EBI-3454201 is Class.
EBI-3454201 SubClassOf MI_0915.
EBI-3454208 is Class.
EBI-3454208 SubClassOf MI_0915.
EBI-3454215 is Class.
EBI-3454215 SubClassOf MI_0915.
EBI-3454222 is Class.
EBI-3454222 SubClassOf MI_0915.
EBI-3454229 is Class.
EBI-3454229 SubClassOf MI_0915.
EBI-3454280 is Class.
EBI-3454280 SubClassOf MI_0915.
EBI-3454307 is Class.
EBI-3454307 SubClassOf MI_0915.
EBI-3454331 is Class.
EBI-3454331 SubClassOf MI_0915.
EBI-3454434 is Class.
EBI-3454434 SubClassOf MI_0915.
EBI-346371 is Class.
EBI-346371 SubClassOf MI_0915.
EBI-346395 is Class.
EBI-346395 SubClassOf MI_0915.
EBI-346402 is Class.
EBI-346402 SubClassOf MI_0915.
EBI-346444 is Class.
EBI-346444 SubClassOf MI_0915.
EBI-346452 is Class.
EBI-346452 SubClassOf MI_0915.
EBI-346460 is Class.
EBI-346460 SubClassOf MI_0915.
EBI-346570 is Class.
EBI-346570 SubClassOf MI_0915.
EBI-346585 is Class.
EBI-346585 SubClassOf MI_0915.
EBI-346591 is Class.
EBI-346591 SubClassOf MI_0915.
EBI-346618 is Class.
EBI-346618 SubClassOf MI_0915.
EBI-346643 is Class.
EBI-346643 SubClassOf MI_0915.
EBI-346649 is Class.
EBI-346649 SubClassOf MI_0915.
EBI-346687 is Class.
EBI-346687 SubClassOf MI_0915.
EBI-346693 is Class.
EBI-346693 SubClassOf MI_0915.
EBI-346699 is Class.
EBI-346699 SubClassOf MI_0915.
EBI-346705 is Class.
EBI-346705 SubClassOf MI_0915.
EBI-346710 is Class.
EBI-346710 SubClassOf MI_0915.
EBI-346727 is Class.
EBI-346727 SubClassOf MI_0915.
EBI-346762 is Class.
EBI-346762 SubClassOf MI_0915.
EBI-346794 is Class.
EBI-346794 SubClassOf MI_0915.
EBI-346813 is Class.
EBI-346813 SubClassOf MI_0915.
EBI-346833 is Class.
EBI-346833 SubClassOf MI_0915.
EBI-346842 is Class.
EBI-346842 SubClassOf MI_0915.
EBI-346851 is Class.
EBI-346851 SubClassOf MI_0915.
EBI-346878 is Class.
EBI-346878 SubClassOf MI_0915.
EBI-346902 is Class.
EBI-346902 SubClassOf MI_0915.
EBI-346926 is Class.
EBI-346926 SubClassOf MI_0915.
EBI-346942 is Class.
EBI-346942 SubClassOf MI_0915.
EBI-346957 is Class.
EBI-346957 SubClassOf MI_0915.
EBI-346963 is Class.
EBI-346963 SubClassOf MI_0915.
EBI-346973 is Class.
EBI-346973 SubClassOf MI_0915.
EBI-346994 is Class.
EBI-346994 SubClassOf MI_0915.
EBI-347010 is Class.
EBI-347010 SubClassOf MI_0915.
EBI-347016 is Class.
EBI-347016 SubClassOf MI_0915.
EBI-347022 is Class.
EBI-347022 SubClassOf MI_0915.
EBI-347215 is Class.
EBI-347215 SubClassOf MI_0915.
EBI-347230 is Class.
EBI-347230 SubClassOf MI_0915.
EBI-347258 is Class.
EBI-347258 SubClassOf MI_0915.
EBI-347276 is Class.
EBI-347276 SubClassOf MI_0915.
EBI-347288 is Class.
EBI-347288 SubClassOf MI_0915.
EBI-347291 is Class.
EBI-347291 SubClassOf MI_0915.
EBI-347294 is Class.
EBI-347294 SubClassOf MI_0915.
EBI-347297 is Class.
EBI-347297 SubClassOf MI_0915.
EBI-347306 is Class.
EBI-347306 SubClassOf MI_0915.
EBI-347309 is Class.
EBI-347309 SubClassOf MI_0915.
EBI-347316 is Class.
EBI-347316 SubClassOf MI_0915.
EBI-347322 is Class.
EBI-347322 SubClassOf MI_0915.
EBI-348652 is Class.
EBI-348652 SubClassOf MI_0915.
EBI-348655 is Class.
EBI-348655 SubClassOf MI_0915.
EBI-348658 is Class.
EBI-348658 SubClassOf MI_0915.
EBI-348661 is Class.
EBI-348661 SubClassOf MI_0915.
EBI-348664 is Class.
EBI-348664 SubClassOf MI_0915.
EBI-348667 is Class.
EBI-348667 SubClassOf MI_0915.
EBI-348670 is Class.
EBI-348670 SubClassOf MI_0915.
EBI-348673 is Class.
EBI-348673 SubClassOf MI_0915.
EBI-348676 is Class.
EBI-348676 SubClassOf MI_0915.
EBI-348679 is Class.
EBI-348679 SubClassOf MI_0915.
EBI-348682 is Class.
EBI-348682 SubClassOf MI_0915.
EBI-348685 is Class.
EBI-348685 SubClassOf MI_0915.
EBI-348688 is Class.
EBI-348688 SubClassOf MI_0915.
EBI-348691 is Class.
EBI-348691 SubClassOf MI_0915.
EBI-348694 is Class.
EBI-348694 SubClassOf MI_0915.
EBI-348697 is Class.
EBI-348697 SubClassOf MI_0915.
EBI-348700 is Class.
EBI-348700 SubClassOf MI_0915.
EBI-348703 is Class.
EBI-348703 SubClassOf MI_0915.
EBI-348709 is Class.
EBI-348709 SubClassOf MI_0915.
EBI-348712 is Class.
EBI-348712 SubClassOf MI_0915.
EBI-348715 is Class.
EBI-348715 SubClassOf MI_0915.
EBI-348721 is Class.
EBI-348721 SubClassOf MI_0915.
EBI-348724 is Class.
EBI-348724 SubClassOf MI_0915.
EBI-348727 is Class.
EBI-348727 SubClassOf MI_0915.
EBI-348730 is Class.
EBI-348730 SubClassOf MI_0915.
EBI-348748 is Class.
EBI-348748 SubClassOf MI_0915.
EBI-348763 is Class.
EBI-348763 SubClassOf MI_0915.
EBI-348775 is Class.
EBI-348775 SubClassOf MI_0915.
EBI-348787 is Class.
EBI-348787 SubClassOf MI_0915.
EBI-348796 is Class.
EBI-348796 SubClassOf MI_0915.
EBI-348802 is Class.
EBI-348802 SubClassOf MI_0915.
EBI-348811 is Class.
EBI-348811 SubClassOf MI_0915.
EBI-348817 is Class.
EBI-348817 SubClassOf MI_0915.
EBI-348820 is Class.
EBI-348820 SubClassOf MI_0915.
EBI-348823 is Class.
EBI-348823 SubClassOf MI_0915.
EBI-348826 is Class.
EBI-348826 SubClassOf MI_0915.
EBI-348829 is Class.
EBI-348829 SubClassOf MI_0915.
EBI-348835 is Class.
EBI-348835 SubClassOf MI_0915.
EBI-348838 is Class.
EBI-348838 SubClassOf MI_0915.
EBI-348847 is Class.
EBI-348847 SubClassOf MI_0915.
EBI-348856 is Class.
EBI-348856 SubClassOf MI_0915.
EBI-348871 is Class.
EBI-348871 SubClassOf MI_0915.
EBI-348889 is Class.
EBI-348889 SubClassOf MI_0915.
EBI-348895 is Class.
EBI-348895 SubClassOf MI_0915.
EBI-348901 is Class.
EBI-348901 SubClassOf MI_0915.
EBI-348904 is Class.
EBI-348904 SubClassOf MI_0915.
EBI-348907 is Class.
EBI-348907 SubClassOf MI_0915.
EBI-348910 is Class.
EBI-348910 SubClassOf MI_0915.
EBI-348913 is Class.
EBI-348913 SubClassOf MI_0915.
EBI-348916 is Class.
EBI-348916 SubClassOf MI_0915.
EBI-348919 is Class.
EBI-348919 SubClassOf MI_0915.
EBI-348922 is Class.
EBI-348922 SubClassOf MI_0915.
EBI-348925 is Class.
EBI-348925 SubClassOf MI_0915.
EBI-348928 is Class.
EBI-348928 SubClassOf MI_0915.
EBI-348931 is Class.
EBI-348931 SubClassOf MI_0915.
EBI-348934 is Class.
EBI-348934 SubClassOf MI_0915.
EBI-349001 is Class.
EBI-349001 SubClassOf MI_0915.
EBI-349026 is Class.
EBI-349026 SubClassOf MI_0915.
EBI-349031 is Class.
EBI-349031 SubClassOf MI_0915.
EBI-349068 is Class.
EBI-349068 SubClassOf MI_0915.
